filename,split
Czech_002996.xml,train
Czech_001451.xml,train
Czech_000286.xml,train
Czech_000947.xml,train
Czech_002128.xml,train
Czech_001761.xml,train
Czech_000209.xml,train
Czech_001326.xml,train
Czech_002871.xml,train
Czech_002537.xml,train
Czech_000364.xml,train
Czech_000240.xml,train
Czech_000815.xml,train
Czech_003548.xml,train
Czech_001843.xml,train
Czech_000480.xml,train
Czech_003556.xml,train
Czech_000221.xml,train
Czech_001455.xml,train
Czech_001199.xml,train
Czech_000633.xml,train
Czech_002694.xml,train
Czech_000746.xml,train
Czech_000370.xml,train
Czech_001995.xml,train
Czech_000742.xml,train
Czech_001765.xml,train
Czech_003134.xml,train
Czech_000526.xml,train
Czech_000973.xml,train
Czech_002412.xml,train
Czech_000955.xml,train
Czech_002296.xml,train
Czech_000427.xml,train
Czech_000064.xml,train
Czech_001729.xml,train
Czech_002334.xml,train
Czech_000795.xml,train
Czech_000510.xml,train
Czech_003344.xml,train
Czech_000744.xml,train
Czech_001185.xml,train
Czech_003150.xml,train
Czech_000329.xml,train
Czech_000002.xml,train
Czech_001960.xml,train
Czech_000022.xml,train
Czech_000879.xml,train
Czech_000464.xml,train
Czech_003093.xml,train
Czech_000738.xml,train
Czech_002281.xml,train
Czech_001698.xml,train
Czech_000692.xml,train
Czech_003223.xml,train
Czech_001222.xml,train
Czech_003317.xml,train
Czech_003516.xml,train
Czech_000068.xml,train
Czech_001943.xml,train
Czech_000701.xml,train
Czech_003114.xml,train
Czech_003373.xml,train
Czech_001299.xml,train
Czech_001639.xml,train
Czech_001832.xml,train
Czech_002654.xml,train
Czech_000055.xml,train
Czech_000226.xml,train
Czech_001570.xml,train
Czech_000467.xml,train
Czech_002872.xml,train
Czech_002780.xml,train
Czech_000244.xml,train
Czech_000539.xml,train
Czech_001348.xml,train
Czech_000704.xml,train
Czech_002221.xml,train
Czech_001393.xml,train
Czech_001317.xml,train
Czech_000734.xml,train
Czech_001786.xml,train
Czech_003369.xml,train
Czech_002818.xml,train
Czech_000406.xml,train
Czech_001603.xml,train
Czech_001596.xml,train
Czech_000556.xml,train
Czech_002699.xml,train
Czech_002866.xml,train
Czech_001791.xml,train
Czech_001850.xml,train
Czech_001604.xml,train
Czech_002345.xml,train
Czech_000179.xml,train
Czech_001336.xml,train
Czech_000605.xml,train
Czech_003236.xml,train
Czech_001561.xml,train
Czech_002842.xml,train
Czech_003461.xml,train
Czech_001614.xml,train
Czech_003554.xml,train
Czech_002380.xml,train
Czech_000965.xml,train
Czech_000635.xml,train
Czech_003108.xml,train
Czech_001554.xml,train
Czech_000202.xml,train
Czech_003308.xml,train
Czech_000939.xml,train
Czech_002882.xml,train
Czech_001605.xml,train
Czech_001501.xml,train
Czech_003434.xml,train
Czech_003467.xml,train
Czech_001762.xml,train
Czech_001530.xml,train
Czech_002235.xml,train
Czech_001063.xml,train
Czech_000678.xml,train
Czech_000318.xml,train
Czech_001026.xml,train
Czech_000356.xml,train
Czech_000084.xml,train
Czech_000119.xml,train
Czech_003067.xml,train
Czech_000889.xml,train
Czech_001592.xml,train
Czech_002652.xml,train
Czech_001780.xml,train
Czech_002800.xml,train
Czech_001711.xml,train
Czech_001652.xml,train
Czech_001777.xml,train
Czech_001653.xml,train
Czech_000584.xml,train
Czech_002213.xml,train
Czech_000373.xml,train
Czech_003592.xml,train
Czech_002599.xml,train
Czech_000982.xml,train
Czech_001538.xml,train
Czech_000545.xml,train
Czech_000756.xml,train
Czech_002527.xml,train
Czech_001594.xml,train
Czech_001133.xml,train
Czech_001440.xml,train
Czech_002138.xml,train
Czech_002211.xml,train
Czech_001916.xml,train
Czech_002663.xml,train
Czech_003372.xml,train
Czech_001691.xml,train
Czech_001023.xml,train
Czech_002755.xml,train
Czech_003399.xml,train
Czech_000646.xml,train
Czech_002315.xml,train
Czech_002546.xml,train
Czech_002669.xml,train
Czech_000712.xml,train
Czech_000459.xml,train
Czech_000975.xml,train
Czech_002264.xml,train
Czech_001928.xml,train
Czech_003065.xml,train
Czech_000757.xml,train
Czech_001093.xml,train
Czech_002403.xml,train
Czech_001355.xml,train
Czech_002511.xml,train
Czech_001813.xml,train
Czech_001039.xml,train
Czech_003166.xml,train
Czech_001718.xml,train
Czech_003321.xml,train
Czech_001707.xml,train
Czech_001024.xml,train
Czech_002383.xml,train
Czech_000369.xml,train
Czech_002244.xml,train
Czech_002258.xml,train
Czech_000339.xml,train
Czech_000807.xml,train
Czech_001432.xml,train
Czech_001146.xml,train
Czech_000213.xml,train
Czech_002309.xml,train
Czech_000081.xml,train
Czech_000418.xml,train
Czech_003473.xml,train
Czech_002096.xml,train
Czech_000806.xml,train
Czech_002607.xml,train
Czech_001256.xml,train
Czech_001531.xml,train
Czech_000170.xml,train
Czech_002392.xml,train
Czech_002055.xml,train
Czech_003386.xml,train
Czech_001167.xml,train
Czech_001240.xml,train
Czech_001228.xml,train
Czech_002860.xml,train
Czech_002248.xml,train
Czech_003458.xml,train
Czech_001163.xml,train
Czech_003449.xml,train
