filename,split
India_008983.xml,train
India_000311.xml,train
India_004998.xml,train
India_001349.xml,train
India_005091.xml,train
India_002436.xml,train
India_008656.xml,train
India_005681.xml,train
India_007713.xml,train
India_004452.xml,train
India_000627.xml,train
India_004084.xml,train
India_000596.xml,train
India_000808.xml,train
India_005558.xml,train
India_008906.xml,train
India_009633.xml,train
India_003765.xml,train
India_008021.xml,train
India_007387.xml,train
India_006257.xml,train
India_004226.xml,train
India_000281.xml,train
India_009127.xml,train
India_005415.xml,train
India_006613.xml,train
India_004674.xml,train
India_007670.xml,train
India_003727.xml,train
India_001175.xml,train
India_008090.xml,train
India_004407.xml,train
India_004352.xml,train
India_001823.xml,train
India_008077.xml,train
India_001992.xml,train
India_004077.xml,train
India_004885.xml,train
India_001640.xml,train
India_001586.xml,train
India_002161.xml,train
India_008515.xml,train
India_001922.xml,train
India_003200.xml,train
India_006894.xml,train
India_004828.xml,train
India_003797.xml,train
India_005717.xml,train
India_008108.xml,train
India_006144.xml,train
India_007842.xml,train
India_006102.xml,train
India_004513.xml,train
India_009279.xml,train
India_004601.xml,train
India_005478.xml,train
India_002265.xml,train
India_008194.xml,train
India_001130.xml,train
India_008079.xml,train
India_004258.xml,train
India_000839.xml,train
India_008499.xml,train
India_004298.xml,train
India_006318.xml,train
India_008973.xml,train
India_001314.xml,train
India_004613.xml,train
India_008285.xml,train
India_008129.xml,train
India_008624.xml,train
India_002755.xml,train
India_009787.xml,train
India_007110.xml,train
India_006983.xml,train
India_005648.xml,train
India_008718.xml,train
India_004516.xml,train
India_002497.xml,train
India_001616.xml,train
India_004082.xml,train
India_005592.xml,train
India_001009.xml,train
India_009689.xml,train
India_006340.xml,train
India_001261.xml,train
India_004089.xml,train
India_004009.xml,train
India_008498.xml,train
India_005310.xml,train
India_008530.xml,train
India_001549.xml,train
India_006475.xml,train
India_009054.xml,train
India_006291.xml,train
India_007539.xml,train
India_007262.xml,train
India_002942.xml,train
India_004834.xml,train
India_007722.xml,train
India_008313.xml,train
India_007249.xml,train
India_005676.xml,train
India_005168.xml,train
India_008708.xml,train
India_006009.xml,train
India_008255.xml,train
India_000318.xml,train
India_008732.xml,train
India_001505.xml,train
India_006266.xml,train
India_002268.xml,train
India_003221.xml,train
India_007401.xml,train
India_009300.xml,train
India_007407.xml,train
India_000794.xml,train
India_002741.xml,train
India_001430.xml,train
India_008119.xml,train
India_005220.xml,train
India_005398.xml,train
India_005814.xml,train
India_009550.xml,train
India_005931.xml,train
India_007582.xml,train
India_004062.xml,train
India_007159.xml,train
India_006168.xml,train
India_002563.xml,train
India_004071.xml,train
India_001263.xml,train
India_009743.xml,train
India_000411.xml,train
India_008833.xml,train
India_000402.xml,train
India_009316.xml,train
India_008676.xml,train
India_001306.xml,train
India_001364.xml,train
India_008433.xml,train
India_003546.xml,train
India_000035.xml,train
India_008705.xml,train
India_007805.xml,train
India_009598.xml,train
India_006254.xml,train
India_007259.xml,train
India_005162.xml,train
India_006321.xml,train
India_002636.xml,train
India_000293.xml,train
India_007377.xml,train
India_001472.xml,train
India_007966.xml,train
India_006162.xml,train
India_003126.xml,train
India_001881.xml,train
India_000451.xml,train
India_009700.xml,train
India_007795.xml,train
India_000071.xml,train
India_007962.xml,train
India_000745.xml,train
India_005654.xml,train
India_003020.xml,train
India_004328.xml,train
India_002662.xml,train
India_006649.xml,train
India_003768.xml,train
India_008379.xml,train
India_007563.xml,train
India_001066.xml,train
India_008185.xml,train
India_000597.xml,train
India_000005.xml,train
India_004409.xml,train
India_001099.xml,train
India_009143.xml,train
India_007836.xml,train
India_000524.xml,train
India_009269.xml,train
India_004864.xml,train
India_002817.xml,train
India_008830.xml,train
India_008025.xml,train
India_004863.xml,train
India_003925.xml,train
India_000919.xml,train
India_009080.xml,train
India_002756.xml,train
India_007586.xml,train
India_006605.xml,train
India_006610.xml,train
India_009846.xml,train
India_002516.xml,train
India_007543.xml,train
India_007924.xml,train
India_000206.xml,train
India_003999.xml,train
India_000389.xml,train
India_006463.xml,train
India_008985.xml,train
India_006460.xml,train
India_001536.xml,train
India_001189.xml,train
India_002607.xml,train
India_008993.xml,train
India_004939.xml,train
India_006108.xml,train
India_003228.xml,train
India_001398.xml,train
India_005484.xml,train
India_000557.xml,train
India_002334.xml,train
India_007314.xml,train
India_001473.xml,train
India_002130.xml,train
India_003230.xml,train
India_002680.xml,train
India_005983.xml,train
India_002753.xml,train
India_007491.xml,train
India_000308.xml,train
India_001030.xml,train
India_004148.xml,train
India_005959.xml,train
India_003680.xml,train
India_001486.xml,train
India_003234.xml,train
India_005897.xml,train
India_006636.xml,train
India_001188.xml,train
India_006721.xml,train
India_002225.xml,train
India_005810.xml,train
India_008880.xml,train
India_006233.xml,train
India_006396.xml,train
India_004649.xml,train
India_004968.xml,train
India_004274.xml,train
India_008000.xml,train
India_000923.xml,train
India_004547.xml,train
India_001777.xml,train
India_007274.xml,train
India_002309.xml,train
India_007501.xml,train
India_007900.xml,train
India_009245.xml,train
India_004724.xml,train
India_006538.xml,train
India_004299.xml,train
India_007069.xml,train
India_007672.xml,train
India_004560.xml,train
India_007633.xml,train
India_009296.xml,train
India_009576.xml,train
India_001490.xml,train
India_005031.xml,train
India_005067.xml,train
India_000106.xml,train
India_003965.xml,train
India_008577.xml,train
India_005355.xml,train
India_008412.xml,train
India_000340.xml,train
India_006122.xml,train
India_002580.xml,train
India_008553.xml,train
India_004678.xml,train
India_002014.xml,train
India_006540.xml,train
India_004727.xml,train
India_009191.xml,train
India_005058.xml,train
India_005790.xml,train
India_006113.xml,train
India_003626.xml,train
India_006777.xml,train
India_002549.xml,train
India_006903.xml,train
India_008368.xml,train
India_003809.xml,train
India_006382.xml,train
India_003500.xml,train
India_005175.xml,train
India_008216.xml,train
India_003660.xml,train
India_006060.xml,train
India_002925.xml,train
India_006914.xml,train
India_002798.xml,train
India_007357.xml,train
India_003152.xml,train
India_006526.xml,train
India_000481.xml,train
India_004868.xml,train
India_006388.xml,train
India_004051.xml,train
India_008807.xml,train
India_000714.xml,train
India_003587.xml,train
India_007968.xml,train
India_005630.xml,train
India_002118.xml,train
India_005280.xml,train
India_002622.xml,train
India_003491.xml,train
India_000603.xml,train
India_006275.xml,train
India_008734.xml,train
India_000375.xml,train
India_003042.xml,train
India_009695.xml,train
India_005513.xml,train
India_005174.xml,train
India_005098.xml,train
India_004954.xml,train
India_003814.xml,train
India_006928.xml,train
India_008193.xml,train
India_002031.xml,train
India_005680.xml,train
India_006328.xml,train
India_000363.xml,train
India_000189.xml,train
India_000831.xml,train
India_001388.xml,train
India_009352.xml,train
India_004703.xml,train
India_003989.xml,train
India_009810.xml,train
India_009512.xml,train
India_004517.xml,train
India_008032.xml,train
India_006985.xml,train
India_004250.xml,train
India_000457.xml,train
India_008615.xml,train
India_009884.xml,train
India_000855.xml,train
India_004574.xml,train
India_006014.xml,train
India_001339.xml,train
India_006936.xml,train
India_000037.xml,train
India_006052.xml,train
India_005567.xml,train
India_007581.xml,train
India_002211.xml,train
India_009666.xml,train
India_003731.xml,train
India_003877.xml,train
India_001696.xml,train
India_009886.xml,train
India_008016.xml,train
India_005992.xml,train
India_000099.xml,train
India_002840.xml,train
India_001746.xml,train
India_008195.xml,train
India_000670.xml,train
India_007944.xml,train
India_006035.xml,train
India_008124.xml,train
India_006402.xml,train
India_003124.xml,train
India_008237.xml,train
India_004348.xml,train
India_007863.xml,train
India_003570.xml,train
India_004963.xml,train
India_003214.xml,train
India_000174.xml,train
India_004121.xml,train
India_009557.xml,train
India_001168.xml,train
India_006600.xml,train
India_008104.xml,train
India_001484.xml,train
India_007289.xml,train
India_004065.xml,train
India_005111.xml,train
India_004838.xml,train
India_002973.xml,train
India_003082.xml,train
India_001592.xml,train
India_005869.xml,train
India_009854.xml,train
India_003787.xml,train
India_002345.xml,train
India_007697.xml,train
India_005561.xml,train
India_003859.xml,train
India_005256.xml,train
India_008957.xml,train
India_007403.xml,train
India_005936.xml,train
India_004531.xml,train
India_005156.xml,train
India_008836.xml,train
India_001767.xml,train
India_002438.xml,train
India_006081.xml,train
India_000656.xml,train
India_007189.xml,train
India_001812.xml,train
India_000701.xml,train
India_003941.xml,train
India_007901.xml,train
India_003986.xml,train
India_007042.xml,train
India_002082.xml,train
India_003326.xml,train
India_009737.xml,train
India_004480.xml,train
India_006128.xml,train
India_007217.xml,train
India_002152.xml,train
India_003379.xml,train
India_005088.xml,train
India_007888.xml,train
India_003673.xml,train
India_008871.xml,train
India_003678.xml,train
India_009560.xml,train
India_002967.xml,train
India_008584.xml,train
India_000086.xml,train
India_002369.xml,train
India_007359.xml,train
India_004819.xml,train
India_002637.xml,train
India_003599.xml,train
India_004042.xml,train
India_007777.xml,train
India_007096.xml,train
India_007964.xml,train
India_000443.xml,train
India_002875.xml,train
India_004285.xml,train
India_006607.xml,train
India_003366.xml,train
India_003833.xml,train
India_005314.xml,train
India_002263.xml,train
India_005178.xml,train
India_007334.xml,train
India_003480.xml,train
India_007083.xml,train
India_003619.xml,train
India_002354.xml,train
India_008088.xml,train
India_002315.xml,train
India_001590.xml,train
India_000990.xml,train
India_005774.xml,train
India_008698.xml,train
India_008184.xml,train
India_001865.xml,train
India_005914.xml,train
India_001970.xml,train
India_002665.xml,train
India_007013.xml,train
India_007215.xml,train
India_001609.xml,train
India_000178.xml,train
India_001687.xml,train
India_003273.xml,train
India_007027.xml,train
India_009018.xml,train
India_000128.xml,train
India_002183.xml,train
India_009748.xml,train
India_004701.xml,train
India_004081.xml,train
India_009201.xml,train
India_007148.xml,train
India_008470.xml,train
India_006354.xml,train
India_002608.xml,train
India_008027.xml,train
India_002308.xml,train
India_005975.xml,train
India_003581.xml,train
India_002672.xml,train
India_004600.xml,train
India_003433.xml,train
India_006337.xml,train
India_000815.xml,train
India_005193.xml,train
India_002652.xml,train
India_002072.xml,train
India_003160.xml,train
India_005353.xml,train
India_006412.xml,train
India_004162.xml,train
India_005018.xml,train
India_002537.xml,train
India_006248.xml,train
India_003847.xml,train
India_003265.xml,train
India_001006.xml,train
India_008450.xml,train
India_000428.xml,train
India_000493.xml,train
India_007709.xml,train
India_006775.xml,train
India_005406.xml,train
India_008610.xml,train
India_001276.xml,train
India_002149.xml,train
India_000859.xml,train
India_004894.xml,train
India_000785.xml,train
India_008148.xml,train
India_009022.xml,train
India_007918.xml,train
India_001279.xml,train
India_006753.xml,train
India_001370.xml,train
India_006902.xml,train
India_001439.xml,train
India_007893.xml,train
India_001945.xml,train
India_001480.xml,train
India_006155.xml,train
India_003168.xml,train
India_008952.xml,train
India_002889.xml,train
India_007000.xml,train
India_002203.xml,train
India_008819.xml,train
India_009343.xml,train
India_007950.xml,train
India_004659.xml,train
India_001036.xml,train
India_005089.xml,train
India_008013.xml,train
India_002106.xml,train
India_007806.xml,train
India_009433.xml,train
India_004876.xml,train
India_003119.xml,train
India_005446.xml,train
India_009593.xml,train
India_008035.xml,train
India_002088.xml,train
India_003118.xml,train
India_004076.xml,train
India_009037.xml,train
India_000688.xml,train
India_006787.xml,train
India_003045.xml,train
